pc1	pc2	protein	pc4	ko	extra
df	oid	13898	loc	K02949	RP-S11e, RPS11; small subunit ribosomal protein S11e
df	oid	13899	loc	K03800	lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]
df	oid	13900	loc	K01519	rdgB, ITPA; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
df	oid	13902	loc	K18798	AFG1, LACE1; peroxisome-assembly ATPase [EC:3.6.4.7]
df	oid	13903	loc	K15305	VAC14, TAX1BP2; vacuole morphology and inheritance protein 14
df	oid	13905	loc		
df	oid	13907	loc	K21568	PLR; pinoresinol/lariciresinol reductase [EC:1.23.1.1 1.23.1.2 1.23.1.3 1.23.1.4]
df	oid	13908	loc		
df	oid	13909	loc		
df	oid	13911	loc	K15190	MEPCE, BCDIN3; 7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]
df	oid	13915	loc		
df	oid	13916	loc		
df	oid	13917	loc	K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
df	oid	13918	loc		
df	oid	13920	loc		
df	oid	13921	loc	K20791	NAA10_11, ARD1_2; N-alpha-acetyltransferase 10/11 [EC:2.3.1.255]
df	oid	13922	loc	K22803	SMC5; structural maintenance of chromosomes protein 5
df	oid	13923	loc	K19984	EXOC5, SEC10; exocyst complex component 5
df	oid	13924	loc	K27690	VTC1; vacuolar transporter chaperone complex subunit 1
df	oid	13925	loc		
df	oid	13926	loc		
df	oid	13927	loc		
df	oid	13928	loc		
df	oid	13930	loc		
df	oid	13931	loc	K10756	RFC3_5; replication factor C subunit 3/5
df	oid	13932	loc		
df	oid	13933	loc		
df	oid	13935	loc	K14394	ACP1; low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
df	oid	13937	loc		
df	oid	13938	loc	K06067	HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]
df	oid	13939	loc	K14546	UTP5, WDR43; U3 small nucleolar RNA-associated protein 5
df	oid	13940	loc		
df	oid	13941	loc		
df	oid	13942	loc	K02956	RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
df	oid	13943	loc	K12873	BUD31, G10; bud site selection protein 31
df	oid	13946	loc		
df	oid	13947	loc	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
df	oid	13948	loc	K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]
df	oid	13949	loc		
df	oid	13950	loc		
df	oid	13951	loc		
df	oid	13952	loc	K14780	DHX37, DHR1; ATP-dependent RNA helicase DHX37/DHR1 [EC:5.6.2.6]
df	oid	13954	loc		
df	oid	13955	loc		
df	oid	13956	loc	K04646	CLTC; clathrin heavy chain
df	oid	13957	loc		
df	oid	13958	loc		
df	oid	13959	loc	K00276	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]
df	oid	13960	loc		
df	oid	13961	loc		
df	oid	13962	loc	K07943	ARL2; ADP-ribosylation factor-like protein 2
df	oid	13963	loc	K11294	NCL, NSR1; nucleolin
df	oid	13964	loc		
df	oid	13966	loc		
df	oid	13967	loc		
df	oid	13968	loc		
df	oid	13969	loc	K15014	SLC29A1_2_3, ENT1_2_3; solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3
df	oid	13970	loc		
df	oid	13971	loc	K09523	DNAJC3; DnaJ homolog subfamily C member 3
df	oid	13974	loc	K19356	E1.14.99.54; lytic cellulose monooxygenase (C1-hydroxylating) [EC:1.14.99.54]
df	oid	13975	loc		
df	oid	13976	loc	K03018	RPC1, POLR3A; DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6]
df	oid	13977	loc		
df	oid	13978	loc		
df	oid	13979	loc		
df	oid	13980	loc	K14213	PEPD; Xaa-Pro dipeptidase [EC:3.4.13.9]
df	oid	13981	loc	K03035	PSMD12, RPN5; 26S proteasome regulatory subunit N5
df	oid	13982	loc		
df	oid	13983	loc		
df	oid	13984	loc		
df	oid	13985	loc		
df	oid	13986	loc	K09885	AQPF; aquaporin rerated protein, other eukaryote
df	oid	13987	loc	K09885	AQPF; aquaporin rerated protein, other eukaryote
df	oid	13988	loc		
df	oid	13989	loc		
df	oid	13990	loc	K00849	galK; galactokinase [EC:2.7.1.6]
df	oid	13991	loc		
df	oid	13992	loc		
df	oid	13993	loc		
df	oid	13994	loc		
df	oid	13995	loc	K10756	RFC3_5; replication factor C subunit 3/5
df	oid	13996	loc		
df	oid	13997	loc	K15430	TRM11, TRMT11; tRNA (guanine10-N2)-methyltransferase [EC:2.1.1.214]
df	oid	13998	loc		
df	oid	13999	loc		
df	oid	14001	loc	K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]
df	oid	14002	loc		
df	oid	14003	loc		
df	oid	14004	loc		
df	oid	14005	loc		
df	oid	14007	loc		
df	oid	14008	loc		
df	oid	14009	loc	K02879	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17
df	oid	14013	loc		
df	oid	14014	loc	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
df	oid	14015	loc		
df	oid	14016	loc		
df	oid	14019	loc	K13728	MAD2L2; mitotic spindle assembly checkpoint protein MAD2B
df	oid	14020	loc		
df	oid	14022	loc	K01637	ICL, aceA; isocitrate/methylisocitrate lyase [EC:4.1.3.1 4.1.3.30]
df	oid	14023	loc	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]
df	oid	14024	loc		
df	oid	14026	loc		
df	oid	14027	loc	K24970	TCF25, RQC1; transcription factor 25
df	oid	14029	loc	K15151	MED10, NUT2; mediator of RNA polymerase II transcription subunit 10
df	oid	14031	loc	K15441	TAD2, ADAT2; tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]
df	oid	14032	loc	K18573	ICP55; intermediate cleaving peptidase 55 [EC:3.4.11.26]
df	oid	14033	loc	K15083	RAD16; DNA repair protein RAD16
df	oid	14034	loc		
df	oid	14035	loc		
df	oid	14036	loc		
df	oid	14037	loc	K01736	aroC; chorismate synthase [EC:4.2.3.5]
df	oid	14038	loc	K18995	DHX29; ATP-dependent RNA helicase DHX29 [EC:5.6.2.6]
df	oid	14039	loc		
df	oid	14040	loc	K17878	NNT1; EEF1A N-terminal glycine/lysine methyltransferase [EC:2.1.1.-]
df	oid	14042	loc	K14560	IMP3; U3 small nucleolar ribonucleoprotein protein IMP3
df	oid	14045	loc	K15901	TPRKB, CGI121; EKC/KEOPS complex subunit TPRKB/CGI121
df	oid	14046	loc	K01379	CTSD; cathepsin D [EC:3.4.23.5]
df	oid	14047	loc	K13348	MPV17; protein Mpv17
df	oid	14049	loc		
df	oid	14050	loc	K03349	APC2, ANAPC2; anaphase-promoting complex subunit 2
df	oid	14051	loc		
df	oid	14052	loc	K14334	CMLE; carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]
df	oid	14053	loc		
df	oid	14054	loc	K05294	PGAP1; GPI inositol-deacylase [EC:3.-.-.-]
df	oid	14055	loc	K08764	SCP2, SCPX; sterol carrier protein 2 [EC:2.3.1.176]
df	oid	14056	loc	K12199	VTA1, LIP5; vacuolar protein sorting-associated protein VTA1
df	oid	14057	loc	K11094	SNRPB2; U2 small nuclear ribonucleoprotein B''
df	oid	14058	loc		
df	oid	14059	loc	K05956	RABGGTB; geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]
df	oid	14060	loc	K07342	SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins
df	oid	14061	loc	K13352	PEX11B; peroxin-11B
df	oid	14062	loc		
df	oid	14063	loc	K08869	ADCK, ABC1; aarF domain-containing kinase
df	oid	14064	loc	K07152	SCO1; protein SCO1
df	oid	14065	loc	K14568	EMG1, NEP1; rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]
df	oid	14066	loc		
df	oid	14067	loc		
df	oid	14068	loc		
df	oid	14069	loc	K13120	FAM32A; protein FAM32A
df	oid	14070	loc	K09478	ACADSB; short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5]
df	oid	14071	loc	K28079	THI9; thiamine transporter
df	oid	14072	loc		
df	oid	14073	loc		
df	oid	14076	loc		
df	oid	14077	loc	K06647	MBP1; transcription factor MBP1
df	oid	14078	loc	K03963	NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7
df	oid	14079	loc		
df	oid	14080	loc	K03253	EIF3B; translation initiation factor 3 subunit B
df	oid	14081	loc		
df	oid	14082	loc	K01409	OSGEP, KAE1, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
df	oid	14083	loc		
df	oid	14085	loc		
df	oid	14087	loc	K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
df	oid	14088	loc	K07861	RAC3; Ras-related C3 botulinum toxin substrate 3
df	oid	14089	loc	K19219	JMJD7; peptidyl-lysine (3S)-dioxygenase / protease [EC:1.14.11.63 3.4.-.-]
df	oid	14091	loc	K15447	TRM44, METTL19; tRNASer (uridine44-2'-O)-methyltransferase [EC:2.1.1.211]
df	oid	14092	loc	K05310	PIGG, GPI7; ethanolamine phosphate transferase 2 subunit G [EC:2.7.-.-]
df	oid	14093	loc	K03234	EEF2; elongation factor 2
df	oid	14094	loc		
df	oid	14095	loc		
df	oid	14096	loc	K03644	lipA, LIAS, LIP1, LIP5; lipoyl synthase [EC:2.8.1.8]
df	oid	14097	loc	K24174	METTL4; N(6)-adenine-specific DNA methyltransferase [EC:2.1.1.72]
df	oid	14098	loc		
df	oid	14100	loc		
df	oid	14101	loc		
df	oid	14102	loc	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
df	oid	14103	loc	K12828	SF3B1, SAP155; splicing factor 3B subunit 1
df	oid	14104	loc	K03250	EIF3E, INT6; translation initiation factor 3 subunit E
df	oid	14105	loc		
df	oid	14106	loc		
df	oid	14107	loc	K10355	ACTF; actin, other eukaryote
df	oid	14108	loc	K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
df	oid	14109	loc	K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
df	oid	14110	loc		
df	oid	14111	loc		
df	oid	14112	loc	K22804	SMC6; structural maintenance of chromosomes protein 6
df	oid	14113	loc	K11665	INO80, INOC1; chromatin-remodeling ATPase INO80 [EC:5.6.2.-]
df	oid	14116	loc	K12260	SRX1; sulfiredoxin [EC:1.8.98.2]
df	oid	14117	loc	K14863	WDR12, YTM1; ribosome biogenesis protein
df	oid	14118	loc		
df	oid	14119	loc	K14708	SLC26A11; solute carrier family 26 (sodium-independent sulfate anion transporter), member 11
df	oid	14120	loc		
df	oid	14121	loc	K17267	COPG; coatomer subunit gamma
df	oid	14122	loc		
df	oid	14123	loc		
df	oid	14124	loc		
df	oid	14125	loc		
df	oid	14126	loc	K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]
df	oid	14127	loc	K14769	UTP11; U3 small nucleolar RNA-associated protein 11
df	oid	14128	loc	K14015	NPLOC4, NPL4; nuclear protein localization protein 4
df	oid	14129	loc	K14997	SLC38A11; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 11
df	oid	14130	loc		
df	oid	14131	loc		
df	oid	14132	loc		
df	oid	14133	loc		
df	oid	14134	loc		
df	oid	14135	loc	K02606	ORC4; origin recognition complex subunit 4
df	oid	14138	loc	K15171	SUPT4H1, SPT4; transcription elongation factor SPT4
df	oid	14139	loc		
df	oid	14140	loc		
df	oid	14141	loc		
df	oid	14142	loc		
df	oid	14143	loc		
df	oid	14144	loc		
df	oid	14146	loc		
df	oid	14147	loc	K14848	RRB1, GRWD1; ribosome assembly protein RRB1
df	oid	14148	loc		
df	oid	14149	loc		
df	oid	14150	loc		
df	oid	14151	loc		
df	oid	14153	loc	K14758	HRR25; casein kinase I homolog HRR25 [EC:2.7.11.1]
df	oid	14156	loc		
df	oid	14157	loc		
df	oid	14158	loc	K01054	MGLL; acylglycerol lipase [EC:3.1.1.23]
df	oid	14159	loc	K15115	SLC25A32, MFT; solute carrier family 25 (mitochondrial folate transporter), member 32
df	oid	14160	loc	K10755	RFC2_4; replication factor C subunit 2/4
df	oid	14161	loc	K10581	UBE2O; ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
df	oid	14162	loc	K01637	ICL, aceA; isocitrate/methylisocitrate lyase [EC:4.1.3.1 4.1.3.30]
df	oid	14163	loc	K22685	WSS1; DNA-dependent metalloprotease WSS1 [EC:3.4.24.-]
df	oid	14165	loc		
df	oid	14166	loc		
df	oid	14167	loc	K09540	SEC63, DNAJC23; translocation protein SEC63
df	oid	14168	loc	K11801	DCAF11; DDB1- and CUL4-associated factor 11
df	oid	14169	loc		
df	oid	14170	loc	K07441	ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
df	oid	14172	loc		
df	oid	14173	loc		
df	oid	14174	loc		
df	oid	14175	loc	K17417	YMR31; small subunit ribosomal protein YMR-31
df	oid	14176	loc	K18173	COA1; cytochrome c oxidase assembly factor 1
df	oid	14177	loc		
df	oid	14178	loc	K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]
df	oid	14179	loc	K01599	hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]
df	oid	14180	loc		
df	oid	14181	loc		
df	oid	14182	loc	K06669	SMC3, CSPG6; structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)
df	oid	14183	loc		
df	oid	14184	loc		
df	oid	14185	loc	K09680	PANK1_2_3, CAB1, coaW; type II pantothenate kinase [EC:2.7.1.33]
df	oid	14186	loc	K14857	SPB1, FTSJ3; AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]
df	oid	14187	loc	K10761	THG1; tRNA(His) guanylyltransferase [EC:2.7.7.79]
df	oid	14188	loc		
df	oid	14189	loc		
df	oid	14195	loc	K04518	pheA2; prephenate dehydratase [EC:4.2.1.51]
df	oid	14196	loc		
df	oid	14197	loc	K00228	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
df	oid	14198	loc		
df	oid	14199	loc	K00344	qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]
df	oid	14200	loc		
df	oid	14201	loc	K09705	K09705; uncharacterized protein
df	oid	14202	loc		
df	oid	14207	loc		
df	oid	14209	loc		
df	oid	14210	loc		
df	oid	14211	loc		
df	oid	14212	loc		
df	oid	14213	loc		
df	oid	14214	loc		
df	oid	14215	loc	K17780	TIM8; mitochondrial import inner membrane translocase subunit TIM8
df	oid	14217	loc		
df	oid	14218	loc		
df	oid	14219	loc		
df	oid	14220	loc	K14856	SDA1, SDAD1; protein SDA1
df	oid	14221	loc		
df	oid	14222	loc	K12826	SF3A2, SAP62; splicing factor 3A subunit 2
df	oid	14223	loc		
df	oid	14224	loc	K03357	APC10, ANAPC10, DOC1; anaphase-promoting complex subunit 10
df	oid	14225	loc	K01875	SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]
df	oid	14226	loc		
df	oid	14228	loc	K19770	RNASEK; ribonuclease kappa [EC:3.1.-.-]
df	oid	14229	loc	K16261	YAT; yeast amino acid transporter
df	oid	14230	loc	K14998	SURF1, SHY1; surfeit locus 1 family protein
df	oid	14231	loc		
df	oid	14232	loc	K01322	PREP; prolyl oligopeptidase [EC:3.4.21.26]
df	oid	14233	loc		
df	oid	14234	loc		
df	oid	14235	loc	K02950	RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
df	oid	14236	loc		
df	oid	14237	loc	K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
df	oid	14238	loc		
df	oid	14239	loc		
df	oid	14240	loc		
df	oid	14241	loc	K00761	upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]
df	oid	14242	loc	K04536	GNB1; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
df	oid	14244	loc	K14537	NUG2, GNL2; nuclear GTP-binding protein
df	oid	14245	loc	K00624	E2.3.1.7; carnitine O-acetyltransferase [EC:2.3.1.7]
df	oid	14246	loc		
df	oid	14247	loc	K01052	LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]
df	oid	14248	loc		
df	oid	14249	loc		
df	oid	14250	loc	K15732	CTDP1, FCP1; RNA polymerase II subunit A C-terminal domain phosphatase [EC:3.1.3.16]
df	oid	14251	loc		
df	oid	14252	loc	K13830	ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]
df	oid	14253	loc		
df	oid	14256	loc	K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]
df	oid	14257	loc	K08770	UBC; ubiquitin C
df	oid	14258	loc	K22503	DARS1; aspartyl-tRNA synthetase [EC:6.1.1.12]
df	oid	14259	loc	K11788	ADE5; phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]
df	oid	14261	loc	K03955	NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein
df	oid	14262	loc		
df	oid	14263	loc	K17255	GDI1_2; Rab GDP dissociation inhibitor
df	oid	14264	loc	K07573	CSL4, EXOSC1; exosome complex component CSL4
df	oid	14265	loc		
df	oid	14267	loc		
df	oid	14268	loc	K17421	MRPL40; large subunit ribosomal protein L40
df	oid	14269	loc	K07204	RAPTOR; regulatory associated protein of mTOR
df	oid	14270	loc	K08336	ATG12; ubiquitin-like protein ATG12
df	oid	14271	loc		
df	oid	14272	loc	K24926	TTC1; tetratricopeptide repeat protein 1
df	oid	14273	loc		
df	oid	14274	loc		
df	oid	14275	loc	K02726	PSMA2; 20S proteasome subunit alpha 2 [EC:3.4.25.1]
df	oid	14277	loc	K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
df	oid	14278	loc	K11094	SNRPB2; U2 small nuclear ribonucleoprotein B''
df	oid	14280	loc	K11375	ELP4; elongator complex protein 4
df	oid	14281	loc	K14455	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
df	oid	14282	loc	K13118	DGCR14; protein DGCR14
df	oid	14283	loc	K10759	E3.1.1.20; tannase [EC:3.1.1.20]
df	oid	14286	loc	K11498	CENPE, KIF10; centromeric protein E
df	oid	14287	loc		
df	oid	14288	loc	K03022	RPC8, POLR3H; DNA-directed RNA polymerase III subunit RPC8
df	oid	14289	loc	K14789	NOP6; nucleolar protein 6
df	oid	14290	loc		
df	oid	14294	loc	K02989	RP-S5e, RPS5; small subunit ribosomal protein S5e
df	oid	14295	loc	K02979	RP-S28e, RPS28; small subunit ribosomal protein S28e
df	oid	14296	loc		
df	oid	14299	loc		
df	oid	14301	loc		
df	oid	14302	loc		
df	oid	14303	loc		
df	oid	14304	loc		
df	oid	14307	loc		
df	oid	14308	loc		
df	oid	14309	loc	K14676	NTE, NRE; lysophospholipid hydrolase [EC:3.1.1.5]
df	oid	14310	loc		
df	oid	14315	loc	K15711	SMARCA3, HLTF; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:5.6.2. 2.3.2.27]
df	oid	14316	loc		
df	oid	14317	loc	K01046	lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]
df	oid	14318	loc		
df	oid	14319	loc		
df	oid	14320	loc		
df	oid	14321	loc		
df	oid	14322	loc		
df	oid	14323	loc	K11654	SMARCA5, SNF2H, ISWI; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
df	oid	14324	loc		
df	oid	14325	loc		
df	oid	14326	loc		
df	oid	14327	loc		
df	oid	14333	loc		
df	oid	14334	loc	K18819	GOLS; inositol 3-alpha-galactosyltransferase [EC:2.4.1.123]
df	oid	14340	loc	K03243	EIF5B; translation initiation factor 5B
df	oid	14343	loc	K14636	SLC18A3, VACHT; MFS transporter, DHA1 family, solute carrier family 18 (vesicular acetylcholine transporter), member 3
df	oid	14347	loc	K12832	SF3B5, SF3B10; splicing factor 3B subunit 5
df	oid	14348	loc		
df	oid	14350	loc		
df	oid	14356	loc		
df	oid	14357	loc		
df	oid	14361	loc	K12847	USP39, SAD1; U4/U6.U5 tri-snRNP-associated protein 2
df	oid	14362	loc	K14774	UTP25, DEF; U3 small nucleolar RNA-associated protein 25
df	oid	14363	loc	K14539	LSG1; large subunit GTPase 1 [EC:3.6.1.-]
df	oid	14364	loc		
df	oid	14365	loc		
df	oid	14367	loc	K24155	DMXL, DMX, RAV1; rabconnectin-3a
df	oid	14368	loc	K00875	rbtK, FGGY; D-ribulokinase [EC:2.7.1.47]
df	oid	14369	loc		
df	oid	14370	loc		
df	oid	14371	loc	K14792	RRP5, PDCD11; rRNA biogenesis protein RRP5
df	oid	14372	loc		
df	oid	14376	loc		
df	oid	14377	loc	K13939	FOL1; dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]
df	oid	14378	loc		
df	oid	14382	loc	K14785	ESF2, ABT1; ESF2/ABP1 family protein
df	oid	14383	loc	K12619	XRN2, RAT1; 5'-3' exoribonuclease 2 [EC:3.1.13.-]
df	oid	14390	loc		
df	oid	14391	loc	K03293	TC.AAT; amino acid transporter, AAT family
df	oid	14393	loc	K22762	DESI1, PPPDE2; desumoylating isopeptidase 1 [EC:3.4.-.-]
df	oid	14394	loc		
df	oid	14395	loc		
df	oid	14396	loc		
df	oid	14397	loc	K01056	PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
df	oid	14398	loc		
df	oid	14399	loc		
df	oid	14402	loc	K14561	IMP4; U3 small nucleolar ribonucleoprotein protein IMP4
df	oid	14405	loc		
df	oid	14409	loc		
df	oid	14412	loc		
df	oid	14413	loc		
df	oid	14415	loc	K17268	COPE; coatomer subunit epsilon
df	oid	14416	loc		
df	oid	14417	loc	K08517	SEC22; vesicle transport protein SEC22
df	oid	14418	loc	K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2]
df	oid	14419	loc		
df	oid	14424	loc	K13996	EPS1; protein disulfide-isomerase [EC:5.3.4.1]
df	oid	14428	loc	K14806	DDX31, DBP7; ATP-dependent RNA helicase DDX31/DBP7 [EC:5.6.2.7]
df	oid	14429	loc		
df	oid	14430	loc	K11121	SIR2; NAD-dependent protein deacetylase SIR2 [EC:2.3.1.286]
df	oid	14431	loc		
df	oid	14433	loc		
df	oid	14434	loc	K20363	YIPF5_7, YIP1; protein YIPF5/7
df	oid	14435	loc	K14798	LTV1; protein LTV1
df	oid	14436	loc	K01855	PUS3, DEG1; tRNA pseudouridine38/39 synthase [EC:5.4.99.45]
df	oid	14437	loc		
df	oid	14438	loc	K14552	NAN1, UTP17, WDR75; NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
df	oid	14440	loc		
df	oid	14443	loc		
df	oid	14445	loc		
df	oid	14446	loc		
df	oid	14447	loc	K12776	MEK1; meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]
df	oid	14448	loc		
df	oid	14449	loc		
df	oid	14450	loc	K03010	RPB2, POLR2B; DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]
df	oid	14452	loc		
df	oid	14453	loc		
df	oid	14454	loc		
df	oid	14455	loc		
df	oid	14456	loc	K10772	APEX2; AP endonuclease 2 [EC:3.1.11.2]
df	oid	14457	loc		
df	oid	14458	loc		
df	oid	14459	loc		
df	oid	14460	loc		
df	oid	14461	loc		
df	oid	14462	loc		
df	oid	14463	loc		
df	oid	14464	loc		
df	oid	14465	loc		
df	oid	14467	loc	K14308	NUP54, NUP57; nuclear pore complex protein Nup54
df	oid	14469	loc		
df	oid	14470	loc	K14827	IPI1, TEX10; pre-rRNA-processing protein IPI1
df	oid	14471	loc	K08762	DBI, ACBP; diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
df	oid	14473	loc		
df	oid	14474	loc	K08332	VAC8; vacuolar protein 8
df	oid	14475	loc	K14401	CPSF1, CFT1; cleavage and polyadenylation specificity factor subunit 1
df	oid	14477	loc	K23334	RANBP9_10, RANBPM; Ran-binding protein 9/10
df	oid	14478	loc		
df	oid	14480	loc	K01785	galM, GALM; aldose 1-epimerase [EC:5.1.3.3]
df	oid	14481	loc	K17263	CAND1, TIP120A; cullin-associated NEDD8-dissociated protein 1
df	oid	14486	loc	K03164	TOP2; DNA topoisomerase II [EC:5.6.2.2]
df	oid	14487	loc		
df	oid	14488	loc	K05954	FNTB; protein farnesyltransferase subunit beta [EC:2.5.1.58]
df	oid	14489	loc		
df	oid	14490	loc		
df	oid	14493	loc		
df	oid	14495	loc	K24752	WDR70; WD repeat-containing protein 70
df	oid	14496	loc		
df	oid	14498	loc	K11786	STH1_SNF2; ATP-dependent helicase STH1/SNF2 [EC:5.6.2.-]
df	oid	14499	loc	K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
df	oid	14500	loc		
df	oid	14501	loc		
df	oid	14502	loc		
df	oid	14503	loc		
df	oid	14505	loc	K02213	CDC6; cell division control protein 6
df	oid	14508	loc	K20463	OSBPL3_6_7, ORP3_6_7; oxysterol-binding protein-related protein 3/6/7
df	oid	14509	loc	K07973	GNG; guanine nucleotide-binding protein subunit gamma, fungi
df	oid	14511	loc		
df	oid	14512	loc		
df	oid	14513	loc		
df	oid	14514	loc	K02925	RP-L3e, RPL3; large subunit ribosomal protein L3e
df	oid	14518	loc		
df	oid	14519	loc		
df	oid	14520	loc		
df	oid	14521	loc	K00757	udp, UPP; uridine phosphorylase [EC:2.4.2.3]
df	oid	14522	loc		
df	oid	14526	loc		
df	oid	14527	loc		
df	oid	14528	loc		
df	oid	14530	loc		
df	oid	14531	loc		
df	oid	14532	loc		
df	oid	14533	loc		
df	oid	14535	loc	K11672	ACTR5, ARP5, INO80M; actin-related protein 5
df	oid	14537	loc	K20304	TRAPPC6, TRS33; trafficking protein particle complex subunit 6
df	oid	14538	loc	K24826	CRIPT; cysteine-rich PDZ-binding protein
df	oid	14539	loc		
df	oid	14540	loc	K02685	PRI2; DNA primase large subunit
df	oid	14541	loc	K00698	CHS1; chitin synthase [EC:2.4.1.16]
df	oid	14543	loc		
df	oid	14544	loc	K03000	RPA12, POLR1H, ZNRD1; DNA-directed RNA polymerase I subunit RPA12
df	oid	14545	loc	K00868	pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]
df	oid	14546	loc	K17623	PUDP, HDHD1; pseudouridine 5'-phosphatase [EC:3.1.3.96]
df	oid	14547	loc		
df	oid	14548	loc		
df	oid	14549	loc	K13126	PABPC; polyadenylate-binding protein
df	oid	14550	loc		
df	oid	14553	loc		
df	oid	14554	loc	K01613	psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
df	oid	14555	loc		
df	oid	14557	loc		
df	oid	14558	loc		
df	oid	14559	loc	K03365	FCY1; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
df	oid	14565	loc	K01885	EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
df	oid	14566	loc		
df	oid	14567	loc		
df	oid	14568	loc		
df	oid	14571	loc		
df	oid	14572	loc		
df	oid	14573	loc		
